iter	Logloss
216	0.378595772
217	0.3782356908
218	0.3778764617
219	0.3775658725
220	0.3774380584
221	0.37709234
222	0.3770494209
223	0.376572234
224	0.3762917331
225	0.3759496321
226	0.3757087773
227	0.3753830936
228	0.375138862
229	0.3747163871
230	0.3743791691
231	0.3741045002
232	0.373783707
233	0.3734444525
234	0.3730361307
235	0.3726168625
236	0.3724557816
237	0.3720180875
238	0.3714900383
239	0.3711720301
240	0.3709024147
241	0.3706438315
242	0.3703596118
243	0.370180017
244	0.3698403866
245	0.3696314654
246	0.369297894
247	0.3690965582
248	0.3689783475
249	0.3687126765
250	0.3685629772
251	0.3682687424
252	0.3678859256
253	0.3677146931
254	0.3673558003
255	0.3670583175
256	0.3668688766
257	0.3665341836
258	0.3662301193
259	0.3659811245
260	0.3656485427
261	0.365390091
262	0.3652737563
263	0.3651089596
264	0.3648631857
265	0.3648328698
266	0.3647256607
267	0.3644740012
268	0.3642352352
269	0.3641764619
270	0.3639725963
271	0.3637622543
272	0.3636199795
273	0.3631374297
274	0.3628053685
275	0.362504843
276	0.362376548
277	0.3621356675
278	0.3618198228
279	0.3616738752
280	0.3613118926
281	0.3610931225
282	0.3608787345
283	0.3606465323
284	0.3604563287
285	0.3602317904
286	0.3598532059
287	0.3593675015
288	0.359082137
289	0.3589359271
290	0.3588096758
291	0.3584888793
292	0.3581089057
293	0.3576742307
294	0.3574546988
295	0.3571751203
296	0.3569030899
297	0.3567289261
298	0.3565629193
299	0.3564084242
300	0.35603173
301	0.3557469101
302	0.3555122278
303	0.3554236911
304	0.3552837029
305	0.35497577
306	0.3548050499
307	0.3546337427
308	0.3544785272
309	0.3542627302
310	0.3540813078
311	0.3540757877
312	0.3538816182
313	0.3537572411
314	0.3534971429
315	0.3532429144
316	0.35293169
317	0.3526485829
318	0.3522975565
319	0.3518523126
320	0.35166226
321	0.3514995481
322	0.3513070919
323	0.3508995244
324	0.3506009393
325	0.350497831
326	0.3500936118
327	0.3498152338
328	0.3495705275
329	0.3491837449
330	0.3490583878
331	0.3488465564
332	0.3485033384
333	0.3483227861
334	0.3481639642
335	0.3479424349
336	0.3479323752
337	0.34777391
338	0.347517286
339	0.3472661505
340	0.3469958021
341	0.3468480404
342	0.3465376585
343	0.346350084
344	0.3461521039
345	0.3460809789
346	0.346001401
347	0.3458139833
348	0.3456059039
349	0.3453716408
350	0.3452030748
351	0.3450052399
352	0.3444495416
353	0.3442455252
354	0.344045576
355	0.3439206912
356	0.3437275086
357	0.3434825929
358	0.3429858489
359	0.3427784513
360	0.3425834002
361	0.3422648779
362	0.3420610929
363	0.3419128274
364	0.341812
365	0.3413525723
366	0.340993428
367	0.3408894578
368	0.3406016036
369	0.3403153171
370	0.340225477
371	0.3399612402
372	0.3398553989
373	0.3397552134
374	0.339720614
375	0.3396238941
376	0.3394477621
377	0.3393122734
378	0.3390157519
379	0.338786183
380	0.3385450185
381	0.3382895036
382	0.3380880901
383	0.3378948837
384	0.3377461074
385	0.3376653329
386	0.3375147394
387	0.3373733986
388	0.3371282603
389	0.3368524555
390	0.3366798072
391	0.3365013311
392	0.3363122846
393	0.3359851418
394	0.3357170969
395	0.3355062578
396	0.3353556867
397	0.3352143211
398	0.3350352075
399	0.3349774208
400	0.3349453702
401	0.3346807908
402	0.3345749757
403	0.334490789
404	0.3342228032
405	0.3340876226
406	0.3339253477
407	0.3337971044
408	0.3336202563
409	0.3334729833
410	0.3333175825
411	0.333205783
412	0.3329925497
413	0.3328087064
414	0.332677625
415	0.3324162693
416	0.3323045442
417	0.3322047055
418	0.3320885187
419	0.3320421759
420	0.3319734884
421	0.3317186948
422	0.3315324338
423	0.3313764848
424	0.3312770924
425	0.3311289691
426	0.3309439551
427	0.3308512588
428	0.3304813463
429	0.3302157522
430	0.3299772473
431	0.3298988312
432	0.3297474921
433	0.329643927
434	0.3295466374
435	0.329381845
436	0.3292910197
437	0.3290581553
438	0.3289747662
439	0.3289282603
440	0.3286707869
441	0.3283733681
442	0.3280362288
443	0.3278919218
444	0.3277856001
445	0.3276959975
446	0.3273281028
447	0.3270809224
448	0.3269509066
449	0.3267969298
450	0.3265635625
451	0.326420565
452	0.3262404038
453	0.3259238848
454	0.3258352595
455	0.3255601796
456	0.325473641
457	0.325255419
458	0.3250365574
459	0.3249608546
460	0.3247590327
461	0.3246125319
462	0.324480315
463	0.3243817456
464	0.3243165307
465	0.3242955464
466	0.3240546876
467	0.3239258457
468	0.3237326885
469	0.3236528392
470	0.3232797711
471	0.3230811381
472	0.3229908354
473	0.3228975836
474	0.3226318012
475	0.3223666671
476	0.3222791913
477	0.3220528998
478	0.3217013754
479	0.3215926151
480	0.3214945466
481	0.3213524107
482	0.3212773941
483	0.3210384438
484	0.3208162322
485	0.3206456534
486	0.3205450339
487	0.3201842593
488	0.319997445
489	0.3198132106
490	0.3196691714
491	0.319471726
492	0.3193457105
493	0.3192254829
494	0.3190957327
495	0.3189058895
496	0.3185744911
497	0.3184288441
498	0.3183100503
499	0.3181917136
500	0.3181186491
501	0.3179900162
502	0.3178333281
503	0.317718821
504	0.3174764465
505	0.317369364
506	0.3173101615
507	0.3171466204
508	0.3170528965
509	0.3169491355
510	0.3167876696
511	0.3164652698
512	0.3164068213
513	0.3162911271
514	0.3160746536
515	0.3158395591
516	0.3155339957
517	0.3153599289
518	0.3151437887
519	0.3147753263
520	0.3145587071
521	0.3143995293
522	0.3143226008
523	0.314034918
524	0.3139055706
525	0.3137736864
526	0.3135897981
527	0.3135117181
528	0.3134459598
529	0.3132844422
530	0.3131196304
531	0.313021825
532	0.3128315423
533	0.3127568436
534	0.3125837312
535	0.3123859566
536	0.3122433396
537	0.3119351971
538	0.3118354705
539	0.3117131719
540	0.3115602842
541	0.311455051
542	0.3111877522
543	0.3110727263
544	0.3108725491
545	0.3108062076
546	0.3106582433
547	0.3104089883
548	0.3101825214
549	0.309962311
550	0.309772792
551	0.3096787462
552	0.3095729211
553	0.3094939948
554	0.3092646233
555	0.3090447417
556	0.3088068887
557	0.3086204779
558	0.3085107804
559	0.3083774122
560	0.308241711
561	0.3081825155
562	0.3080201454
563	0.3078543056
564	0.3078405353
565	0.3077044895
566	0.3074436704
567	0.3073363701
568	0.3071807819
569	0.3071381959
570	0.3068851937
571	0.3068748422
572	0.306662398
573	0.3064328485
574	0.3062842665
575	0.3060724847
576	0.3058097328
577	0.3056970618
578	0.3055333095
579	0.3053733021
580	0.3052159323
581	0.3051230647
582	0.3049096638
583	0.3047640774
584	0.3047427579
585	0.3045873403
586	0.3044445909
587	0.3044232447
588	0.3043035348
589	0.3041978943
590	0.3040464323
591	0.3038502775
592	0.3037600743
593	0.3035813479
594	0.3035186013
595	0.3033368731
596	0.303132609
597	0.3030086784
598	0.3028250024
599	0.3027183362
600	0.3026531934
601	0.3025526986
602	0.3021666405
603	0.301930578
604	0.3019025497
605	0.3018301249
606	0.3015261505
607	0.30137102
608	0.3012439196
609	0.3010550803
610	0.300872254
611	0.3007517386
612	0.3004583284
613	0.3003313124
614	0.3002373596
615	0.3002100828
616	0.3000074896
617	0.2997419613
618	0.2995784051
619	0.2994509498
620	0.2993389652
621	0.2991594823
622	0.2990594878
623	0.2989593607
624	0.2986720207
625	0.2984416734
626	0.2983320477
627	0.298138709
628	0.298038799
629	0.2978173255
630	0.2977721208
631	0.2975372606
632	0.2973660258
633	0.2972074665
634	0.2970492039
635	0.296957921
636	0.2968726827
637	0.2968256108
638	0.2967397822
639	0.2966860408
640	0.2965910572
641	0.2964771359
642	0.2964369824
643	0.2963657846
644	0.2961082828
645	0.2960645293
646	0.2958825452
647	0.2958108775
648	0.2957224366
649	0.2956019196
650	0.2954326445
651	0.2953041915
652	0.2952915054
653	0.2950449218
654	0.2948914529
655	0.294807342
656	0.2947097726
657	0.2944812031
658	0.2943612636
659	0.2941785009
660	0.2940941185
661	0.2939726612
662	0.2938080911
663	0.2937214427
664	0.2936131853
665	0.2934893626
666	0.2933939036
667	0.2931695869
668	0.2930012673
669	0.2927696694
670	0.2926898466
671	0.2924670089
672	0.2923210916
673	0.2920677091
674	0.2919015302
675	0.2916807717
676	0.2916079598
677	0.2915126673
678	0.2913252481
679	0.2912084751
680	0.2911171392
681	0.2910350819
682	0.2908708895
683	0.2907494429
684	0.2905974342
685	0.2904990824
686	0.290320187
687	0.2901605919
688	0.2901525728
689	0.2900887547
690	0.2899738089
691	0.2897889928
692	0.2896028833
693	0.2893709141
694	0.2891306432
695	0.2889681407
696	0.2888809902
697	0.288739467
698	0.2886808422
699	0.2885139511
700	0.2883251558
701	0.2883071419
702	0.2881434105
703	0.2879497753
704	0.2878086774
705	0.2875875353
706	0.2874157274
707	0.287353199
708	0.2871826032
709	0.2870944909
710	0.2870160454
711	0.286728273
712	0.2864598332
713	0.2862534641
714	0.2861831769
715	0.2859199368
716	0.2858933209
717	0.2857240304
718	0.28546228
719	0.2852826933
720	0.2851472431
721	0.2851332625
722	0.2850693017
723	0.2849311428
724	0.284720226
725	0.2844947493
726	0.2843957985
727	0.2842875941
728	0.2841833749
729	0.2840627398
730	0.2839754059
731	0.2839427264
732	0.2839352213
733	0.2838300841
734	0.2836945457
735	0.28352891
736	0.2834685503
737	0.2833160258
738	0.2831389427
739	0.2830100633
740	0.2829614124
741	0.2828641711
742	0.2827605367
743	0.2826561636
744	0.2825241222
745	0.2824163556
746	0.2823491125
747	0.2822922882
748	0.2820785728
749	0.2820336421
750	0.2819705542
751	0.2818008929
752	0.2817284719
753	0.2816562521
754	0.2814915664
755	0.2813235612
756	0.2812760899
757	0.2812568374
758	0.2811074659
759	0.2810538815
760	0.2809971009
761	0.2809407922
762	0.2808424359
763	0.2806611228
764	0.2805290283
765	0.2803858665
766	0.280326451
767	0.2803136944
768	0.2803036566
769	0.2802465793
770	0.2800467918
771	0.2800250877
772	0.2798950596
773	0.2798112276
774	0.2796842775
775	0.2795069277
776	0.2794207455
777	0.2793042975
778	0.2791775733
779	0.2790300229
780	0.2789352147
781	0.2786596672
782	0.2784943564
783	0.2783522245
784	0.2782211858
785	0.278053654
786	0.2778732149
787	0.2776997886
788	0.27753343
789	0.2774933868
790	0.2771575144
791	0.2770064096
792	0.2768375081
793	0.2767210829
794	0.2766239716
795	0.2765038008
796	0.2761094076
797	0.275983314
798	0.2757943227
799	0.2756089558
800	0.2753586798
801	0.2752051507
802	0.2750416993
803	0.2748705865
804	0.2747004007
805	0.2744946649
806	0.2744410293
807	0.2744175204
808	0.2743286041
809	0.2741210694
810	0.2740629465
811	0.2739428419
812	0.2738180658
813	0.2737351675
814	0.2735133162
815	0.2733972357
816	0.2732291368
817	0.2730881365
818	0.2729662202
819	0.2727829603
820	0.272601751
821	0.2724633603
822	0.2723817964
823	0.2723089131
824	0.2721855499
825	0.2719517451
826	0.2718719978
827	0.2717451555
828	0.2716855068
829	0.2715333968
830	0.2713854149
831	0.2712892113
832	0.2711323341
833	0.2710587144
834	0.2708646418
835	0.2708338859
836	0.2706857391
837	0.2705317171
838	0.27045928
839	0.2703663396
840	0.2702182296
841	0.2701377191
842	0.269977782
843	0.2697714351
844	0.2697040451
845	0.2695642043
846	0.269557845
847	0.2694005909
848	0.2693189436
849	0.2692096434
850	0.2690016123
851	0.2688928109
852	0.2688219048
853	0.2686195337
854	0.26855248
855	0.2683511635
856	0.2682273299
857	0.2680623612
858	0.2679834172
859	0.2678281801
860	0.2677295079
861	0.2676562059
862	0.2676036041
863	0.2675044358
864	0.2674895343
865	0.2673436873
866	0.267211271
867	0.2671992507
868	0.266951222
869	0.2666950645
870	0.2665698875
871	0.2664595307
872	0.266390993
873	0.2662859264
874	0.2661808461
875	0.2660661163
876	0.2660258546
877	0.2659465945
878	0.265772268
879	0.2657088635
880	0.2656014736
881	0.2653767441
882	0.2653293209
883	0.2651076223
884	0.2650522283
885	0.2649563939
886	0.2648071859
887	0.264774642
888	0.2647394788
889	0.2646878655
890	0.2644762512
891	0.2643029253
892	0.2641641243
893	0.2640777204
894	0.264064351
895	0.26387064
896	0.2636468147
897	0.2635385547
898	0.26347296
899	0.2633840652
900	0.2631872484
901	0.2630865691
902	0.2629368542
903	0.2627661338
904	0.2627358886
905	0.2626531925
906	0.2624752268
907	0.2624205155
908	0.2622958184
909	0.2622569347
910	0.2621959737
911	0.2621321944
912	0.2619851912
913	0.2618619445
914	0.2617423574
915	0.2616312905
916	0.2613624896
917	0.2612808051
918	0.2610767222
919	0.2610420327
920	0.2608949937
921	0.2606893024
922	0.2605707972
923	0.2603946034
924	0.260386088
925	0.2601511681
926	0.2598958935
927	0.2598466345
928	0.2597262373
929	0.2594652906
930	0.2593123263
931	0.2592718709
932	0.2592210762
933	0.2591665856
934	0.259010828
935	0.2587851648
936	0.2587342711
937	0.2585700363
938	0.2584604442
939	0.2583022892
940	0.2582110101
941	0.2581550719
942	0.2581005082
943	0.2580268221
944	0.2579340546
945	0.257708316
946	0.2575772614
947	0.2575095866
948	0.2573602707
949	0.25721316
950	0.2570654458
951	0.2569592986
952	0.2569002768
953	0.2566891646
954	0.2566026391
955	0.2565286436
956	0.2563878073
957	0.2562137414
958	0.2561524795
959	0.2561179475
960	0.2559653609
961	0.2558206633
962	0.2556565279
963	0.255530561
964	0.2554463595
965	0.2553622117
966	0.2552438875
967	0.2552089235
968	0.2551895667
969	0.2551350366
970	0.2550305916
971	0.2549699614
972	0.2548666301
973	0.2547353726
974	0.2546557447
975	0.2545640349
976	0.254513217
977	0.2543394308
978	0.2541679581
979	0.254053911
980	0.2539556526
981	0.2538390897
982	0.2536388481
983	0.2535049749
984	0.2533730777
985	0.2532098219
986	0.253075494
987	0.2529408045
988	0.2528511897
989	0.2526542535
990	0.2524126842
991	0.2523497851
992	0.252223319
993	0.2520963242
994	0.2519631105
995	0.251860121
996	0.2516775445
997	0.2515939977
998	0.251477397
999	0.2513575593
